title,year,doi,url,source_query,abstract,category,relevance_score,problem_claimed,mechanism_introduced,hidden_assumptions,failure_modes_ignored,what_makes_less_novel,what_it_leaves_open
Active control time: an objective performance metric for trainee participation in robotic surgery,2023,10.1007/s11701-023-01628-5,https://doi.org/10.1007/s11701-023-01628-5,robotic active probing model disagreement,,active-probing|planning-control,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Safe Sim-to-Real Robot Exploration with Constrained Bayesian Optimization,2023,10.1109/cac59555.2023.10451786,https://doi.org/10.1109/cac59555.2023.10451786,sim-to-real world model ensemble robot,,uncertainty|active-probing|sim2real,5,transfer under dynamics mismatch,Bayesian uncertainty,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Contact Reduction with Bounded Stiffness for Robust Sim-to-Real Transfer of Robot Assembly,2023,10.1109/iros55552.2023.10341866,https://doi.org/10.1109/iros55552.2023.10341866,sim-to-real world model ensemble robot,,embodied-manipulation|sim2real,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Dynamic Control of a Cable-Driven Parallel Robot Allowing Wrapping Phenomenon through Sim-to-Real Deep Reinforcement Learning,2023,10.1109/icarm58088.2023.10218923,https://doi.org/10.1109/icarm58088.2023.10218923,sim-to-real world model ensemble robot,,planning-control|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hybrid Model Predictive Control for Autonomous Emergency Evacuation Robot,2023,10.36227/techrxiv.21441690.v2,https://doi.org/10.36227/techrxiv.21441690.v2,model predictive control ensemble disagreement robot,"This paper presents an approach for optimizing trajectories of autonomous vehicles in evacuation scenarios, particularly for the transportation of handicapped individuals, animals, and products. First, the hybrid model predictive control (HMPC) technique takes into account partially known infrastructure and dynamic obstacles, and allows for multiple secure destinations. The approach utilizes a platform-specific dynamics model, a global cost-to-go (CTG) function, and contextual awareness. In addition, the CTG function is generated using a Dijkstra algorithm and pseudo priority queues (PPQ), and allows for efficient trajectory planning on large maps. Furthermore, the control actions are generated in real-time using a high-frequency MPC process based on stochastic dynamic programming (SDP), using the most recent CTG information and a model of the vehicle dynamics and the perceived environme",world-model|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A novel human-robot skill transfer method for contact-rich manipulation task,2023,10.1108/ria-01-2023-0002,https://doi.org/10.1108/ria-01-2023-0002,contact-rich manipulation world model uncertainty,"Purpose The purpose of this paper is to enhance the robot’s ability to complete multi-step contact tasks in unknown or dynamic environments, as well as the generalization ability of the same task in different environments. Design/methodology/approach This paper proposes a framework that combines learning from demonstration (LfD), behavior tree (BT) and broad learning system (BLS). First, the original dynamic motion primitive is modified to have a better generalization ability for representing motion primitives. Then, a BT based on tasks is constructed, which will select appropriate motion primitives according to the environment state and robot ontology state, and then the BLS will generate specific parameters of the motion primitives based on the state. The weights of the BLS can also be optimized after each successful execution. Findings The authors carried out the tasks of cleaning the",embodied-manipulation|sim2real,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
An Open Tele-Impedance Framework to Generate Data for Contact-Rich Tasks in Robotic Manipulation,2023,10.1109/arso56563.2023.10187436,https://doi.org/10.1109/arso56563.2023.10187436,contact-rich manipulation world model uncertainty,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A review on reinforcement learning for contact-rich robotic manipulation tasks,2023,10.1016/j.rcim.2022.102517,https://doi.org/10.1016/j.rcim.2022.102517,contact-rich manipulation world model uncertainty,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Bridging Active Exploration and Uncertainty-Aware Deployment Using Probabilistic Ensemble Neural Network Dynamics,2023,10.15607/rss.2023.xix.086,https://doi.org/10.15607/rss.2023.xix.086,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty|active-probing,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Learning of the Conformational Ensemble of Proteins using Maximum Entropy VAMPNets,2023,10.1101/2023.01.12.523801,https://doi.org/10.1101/2023.01.12.523801,active learning robotics uncertainty ensemble,"Abstract Rapid computational exploration of the free energy landscape of biological molecules remains an active area of research due to the difficulty of sampling rare state transitions in Molecular Dynamics (MD) simulations. In recent years, an increasing number of studies have exploited Machine Learning (ML) models to enhance and analyze MD simulations. Notably, unsupervised models that extract kinetic information from a set of parallel trajectories have been proposed, including the variational approach for Markov processes (VAMP), VAMPNets, and time-lagged variational autoencoders (TVAE). In this work, we propose a combination of adaptive sampling with active learning of kinetic models to accelerate the discovery of the conformational landscape of biomolecules. In particular, we introduce and compare several techniques that combine kinetic models with two adaptive sampling regimes (le",model-disagreement|uncertainty|active-probing,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Service Robot Active Object Detection based on Spatial Exploration using Deep Recurrent Q-learning Network,2023,10.1109/robio58561.2023.10354931,https://doi.org/10.1109/robio58561.2023.10354931,robot exploration uncertainty active learning,,active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
The Convex Uncertain Voronoi Diagram for Safe Multi-Robot Multi-Target Tracking Under Localization Uncertainty,2023,10.1007/s10846-023-01986-0,https://doi.org/10.1007/s10846-023-01986-0,safe probing robot manipulation uncertainty,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Motion-planning based Robot Manipulation,2023,10.31219/osf.io/kdhrp,https://doi.org/10.31219/osf.io/kdhrp,safe probing robot manipulation uncertainty,"Deformable linear objects (DLOs) are present in a variety of industrial processes, and manipulating them is difficult for autonomous robots that are involved in the process. The unique properties of this class of objects must be taken into consideration, necessitating particular approaches to them. Due to the difficulty of computing all conceivable interactions, systems designed to handle the manipulation of such objects face problems with processing times .In this study, we offer a system that can build brief plans, made up of up to two phases, capable of bringing an input DLO to a specific goal configuration. Our work’s key con- tribution is this planning approach for DLO easy manipulation with the new feature of using a license-free simulation engine to quickly and easily process the object’s physical interactions. We reduce the computational burden of plan production by integrating t",embodied-manipulation|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Surgical Robotic Framework for Safe and Autonomous Data-Driven Learning and Manipulation of an Unknown Deformable Tissue with an Integrated Critical Space,2023,10.1142/s2424905x23400019,https://doi.org/10.1142/s2424905x23400019,safe probing robot manipulation uncertainty,"Aside from reliable robotic hardware and sensing technologies, to successfully transition from teleoperation to an autonomous and safe minimally invasive robotic surgery on unknown Deformable Tissues (U-DTs), various challenges need to be simultaneously considered and tackled to ensure safety and accuracy of the procedure. These challenges mainly include but are not limited to online modeling and reliable tracking of a U-DT with integrated critical tissues as well as development of reliable and fast control algorithms to enable safe, accurate, and autonomous surgical procedures. To collectively and simultaneously address these challenges and toward performing an autonomous and safe minimally invasive robotic surgery in a confined environment, in this paper, we present a surgical robotic framework with (i) real-time vision-based detection algorithm based on a Convolutional Neural Network ",embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty Estimation for Safe Human-Robot Collaboration Using Conservation Measures,2023,10.1007/978-3-031-22216-0_7,https://doi.org/10.1007/978-3-031-22216-0_7,safe probing robot manipulation uncertainty,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hybrid LMC: Hybrid Learning and Model-based Control for Wheeled Humanoid Robot via Ensemble Deep Reinforcement Learning,2022,10.1109/iros47612.2022.9981913,https://doi.org/10.1109/iros47612.2022.9981913,robot world model ensemble disagreement,,model-disagreement|planning-control,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Kinematic Model and Active Steering Control for a Robotic Mechanically Linked Transport Vehicle Platooning,2022,10.1109/telecom56127.2022.10017309,https://doi.org/10.1109/telecom56127.2022.10017309,robotic active probing model disagreement,,active-probing|planning-control,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Project on Student Editorial Committee: Report on the 39th Annual Conference of the Robotics Society of Japan (Organized Session: Robot Manipulation Based on Visual and Tactile Sensing (1/3)),2022,10.7210/jrsj.40.613,https://doi.org/10.7210/jrsj.40.613,visual tactile world model ensemble robotics,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Reinforcement Learning based Hierarchical Control for Path Tracking of a Wheeled Bipedal Robot with Sim-to-Real Framework,2022,10.1109/sii52469.2022.9708882,https://doi.org/10.1109/sii52469.2022.9708882,sim-to-real world model ensemble robot,,planning-control|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hybrid Model Predictive Control for Autonomous Emergency Evacuation Robot,2022,10.36227/techrxiv.21441690,https://doi.org/10.36227/techrxiv.21441690,model predictive control ensemble disagreement robot,"&lt;p&gt;This paper presents an approach for optimizing trajectories of autonomous vehicles in evacuation scenarios, particularly for the transportation of handicapped individuals, animals, and products. First, the hybrid model predictive control (HMPC) technique takes into account partially known infrastructure and dynamic obstacles, and allows for multiple secure destinations. The approach utilizes a platform-specific dynamics model, a global cost-to-go (CTG) function, and contextual awareness. In addition, the CTG function is generated using a Dijkstra algorithm and pseudo priority queues (PPQ), and allows for efficient trajectory planning on large maps. Furthermore, the control actions are generated in real-time using a high-frequency MPC process based on stochastic dynamic programming (SDP), using the most recent CTG information and a model of the vehicle dynamics and the perceived ",world-model|planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Robot Online Task and Trajectory Planning using Mixed-Integer Model Predictive Control,2022,10.23919/ecc55457.2022.9838243,https://doi.org/10.23919/ecc55457.2022.9838243,model predictive control ensemble disagreement robot,,planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hybrid model predictive control for the emergency evacuation robot under the presence of disturbances and dynamic obstacles,2022,10.36227/techrxiv.21441690.v1,https://doi.org/10.36227/techrxiv.21441690.v1,model predictive control ensemble disagreement robot,"Autonomous vehicles can be used for evacuations, particularly for assisting disabled people; they can also be used for moving animals and goods. In those cases, the platform must deal with partially known infrastructure and other context characteristics, including dynamic obstacles. The destination may not be unique, as multiple safe destinations may be feasible. This paper proposes a hybrid model predictive control (HMPC) approach for performing trajectory optimization. The approach exploits the available global cost-to-go (CTG) function and a model of the platform dynamics, in addition to awareness information of the nearby context. The CTG function implicitly allows the selection from multiple destinations in the context of operation. First, the Global 2D CTG is generated and periodically updated at low frequency using, in this case, pseudo priority queues (PPQ) based Dijkstra algorit",planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Contact-Safe Reinforcement Learning Framework for Contact-Rich Robot Manipulation,2022,10.1109/iros47612.2022.9981185,https://doi.org/10.1109/iros47612.2022.9981185,contact-rich manipulation world model uncertainty,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Contact-consistent visual object pose estimation for contact-rich robotic manipulation tasks,2022,10.1108/aa-10-2021-0128,https://doi.org/10.1108/aa-10-2021-0128,contact-rich manipulation world model uncertainty,"Purpose The purpose of this paper is to estimate the contact-consistent object poses during contact-rich manipulation tasks based only on visual sensors. Design/methodology/approach The method follows a four-step procedure. Initially, the raw object poses are retrieved using the available object pose estimation method and filtered using Kalman filter with nominal model; second, a group of particles are randomly generated for each pose and evaluated the corresponding object contact state using the contact simulation software. A probability guided particle averaging method is proposed to balance the accuracy and safety issues; third, the independently estimated contact states are fused in a hidden Markov model to remove the abnormal contact state observations; finally, the object poses are refined by averaging the contact state consistent particles. Findings The experiments are performed t",embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Distributed Model Predictive Contouring Control for Real-Time Multi-Robot Motion Planning,2022,10.23919/csms.2022.0017,https://doi.org/10.23919/csms.2022.0017,robot foundation model uncertainty action planning,,planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Multi-robot Safe Navigation Under Localization Uncertainty,2022,10.1109/mlise57402.2022.00039,https://doi.org/10.1109/mlise57402.2022.00039,robot exploration uncertainty active learning,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Mapping Method for Agricultural Robot Using Frontier-Based Exploration,2022,10.1109/cac57257.2022.10056089,https://doi.org/10.1109/cac57257.2022.10056089,robot exploration uncertainty active learning,,active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Traversability analysis with vision and terrain probing for safe legged robot navigation,2022,10.3389/frobt.2022.887910,https://doi.org/10.3389/frobt.2022.887910,safe probing robot manipulation uncertainty,"Inspired by human behavior when traveling over unknown terrain, this study proposes the use of probing strategies and integrates them into a traversability analysis framework to address safe navigation on unknown rough terrain. Our framework integrates collapsibility information into our existing traversability analysis, as vision and geometric information alone could be misled by unpredictable non-rigid terrains such as soft soil, bush area, or water puddles. With the new traversability analysis framework, our robot has a more comprehensive assessment of unpredictable terrain, which is critical for its safety in outdoor environments. The pipeline first identifies the terrain’s geometric and semantic properties using an RGB-D camera and desired probing locations on questionable terrains. These regions are probed using a force sensor to determine the risk of terrain collapsing when the ro",active-probing,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Interval-based Robot Localization with Uncertainty Evaluation,2022,10.5220/0011143700003271,https://doi.org/10.5220/0011143700003271,safe probing robot manipulation uncertainty,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
An ensemble approach towards dynamics task assignment for many robot systems,2021,10.17918/etd-4193,https://doi.org/10.17918/etd-4193,robot world model ensemble disagreement,"In the last ten years, there has been significant interest in applying a swarming paradigm towards the control and coordination of large teams of robots where individual robots are programmed with simple but identical behaviors that can be realized with limited on-board computational, communication, and sensing resources. While there has been some success in the development of scalable distributed control strategies, most have been limited to the motion coordination and/or consensus forming techniques developed for teams of homogeneous robots. While swarming paradigms lend themselves to sophisticated analysis, these analyses tend to ignore effects when the team is split into smaller subcomponents and assigned to execute different tasks. The allocation of a large team of robots to individual tasks inevitably leads to smaller numbers of locally interacting groups of robots. The presence of",model-disagreement|planning-control|sim2real,5,transfer under dynamics mismatch,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Project on Student Editorial Committee: Report on the 38th Annual Conference of the Robotics Society of Japan (Organized Session: Robot Manipulation Based on Visual and Tactile Sensing (1/2)),2021,10.7210/jrsj.39.242,https://doi.org/10.7210/jrsj.39.242,visual tactile world model ensemble robotics,,embodied-manipulation,5,embodied prediction under contact ambiguity,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Sim-to-Real Transfer with Action Mapping and State Prediction for Robot Motion Control,2021,10.1109/acirs52449.2021.9519311,https://doi.org/10.1109/acirs52449.2021.9519311,sim-to-real world model ensemble robot,,planning-control|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Model Predictive Control based Cooperative Robot Manipulation and Collision Avoidance in Shared Workspaces,2021,10.23919/ecc54610.2021.9654910,https://doi.org/10.23919/ecc54610.2021.9654910,model predictive control ensemble disagreement robot,,embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A Humanoid Robot Learning Audiovisual Classification By Active Exploration,2021,10.1109/icdl49984.2021.9515598,https://doi.org/10.1109/icdl49984.2021.9515598,robot exploration uncertainty active learning,,active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Mapping and Robot Exploration: A Survey,2021,10.3390/s21072445,https://doi.org/10.3390/s21072445,robot exploration uncertainty active learning,"Simultaneous localization and mapping responds to the problem of building a map of the environment without any prior information and based on the data obtained from one or more sensors. In most situations, the robot is driven by a human operator, but some systems are capable of navigating autonomously while mapping, which is called active simultaneous localization and mapping. This strategy focuses on actively calculating the trajectories to explore the environment while building a map with a minimum error. In this paper, a comprehensive review of the research work developed in this field is provided, targeting the most relevant contributions in indoor mobile robotics.",active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty-Aware Autonomous Mobile Robot Navigation with Deep Reinforcement Learning,2021,10.1007/978-3-030-77939-9_7,https://doi.org/10.1007/978-3-030-77939-9_7,robot exploration uncertainty active learning,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
PAL: A Framework for Physically Assisted Learning Through Design and Exploration With a Haptic Robot Buddy,2021,10.3389/frobt.2021.700465,https://doi.org/10.3389/frobt.2021.700465,robot exploration uncertainty active learning,"Robots are an opportunity for interactive and engaging learning activities. In this paper we consider the premise that haptic force feedback delivered through a held robot can enrich learning of science-related concepts by building physical intuition as learners design experiments and physically explore them to solve problems they have posed. Further, we conjecture that combining this rich feedback with pen-and-paper interactions, e.g. , to sketch experiments they want to try, could lead to fluid interactions and benefit focus. However, a number of technical barriers interfere with testing this approach, and making it accessible to learners and their teachers. In this paper, we propose a framework for Physically Assisted Learning based on stages of experiential learning which can guide designers in developing and evaluating effective technology, and which directs focus on how haptic feed",active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Fluid series elastic force control for robot manipulation,2021,10.17760/d20324057,https://doi.org/10.17760/d20324057,safe probing robot manipulation uncertainty,,embodied-manipulation|planning-control,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Review of &amp;amp;#8216;Model physics and chemistry causing intermodal disagreement within the VolMIP-Tambora Interactive Stratospheric Aerosol ensemble&amp;amp;#8217; by Margot Clyne et al.,2020,10.5194/acp-2020-883-rc2,https://doi.org/10.5194/acp-2020-883-rc2,robot world model ensemble disagreement,,model-disagreement|active-probing,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
P300 Recognition Based on Ensemble of SVMs : - BCI Controlled Robot Contest of 2019 World Robot Conference,2020,10.23919/ccc50068.2020.9188726,https://doi.org/10.23919/ccc50068.2020.9188726,robot world model ensemble disagreement,,model-disagreement|planning-control,5,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Autonomous robot motion control situational planning model,2020,10.20998/2522-9052.2020.3.05,https://doi.org/10.20998/2522-9052.2020.3.05,embodied uncertainty planning robot model disagreement,,planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Real–Sim–Real Transfer for Real-World Robot Control Policy Learning with Deep Reinforcement Learning,2020,10.3390/app10051555,https://doi.org/10.3390/app10051555,sim-to-real world model ensemble robot,"Compared to traditional data-driven learning methods, recently developed deep reinforcement learning (DRL) approaches can be employed to train robot agents to obtain control policies with appealing performance. However, learning control policies for real-world robots through DRL is costly and cumbersome. A promising alternative is to train policies in simulated environments and transfer the learned policies to real-world scenarios. Unfortunately, due to the reality gap between simulated and real-world environments, the policies learned in simulated environments often cannot be generalized well to the real world. Bridging the reality gap is still a challenging problem. In this paper, we propose a novel real–sim–real (RSR) transfer method that includes a real-to-sim training phase and a sim-to-real inference phase. In the real-to-sim training phase, a task-relevant simulated environment is",planning-control|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Sim-to-Real with Domain Randomization for Tumbling Robot Control,2020,10.1109/iros45743.2020.9341057,https://doi.org/10.1109/iros45743.2020.9341057,sim-to-real world model ensemble robot,,planning-control|sim2real,5,transfer under dynamics mismatch,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Research on Foot Trajectory Tracking of Parallel Wheel-legged Robot based on Dynamic Model Predictive Control,2020,10.21203/rs.3.rs-38159/v1,https://doi.org/10.21203/rs.3.rs-38159/v1,model predictive control ensemble disagreement robot,"Abstract In this paper, the foot trajectory tracking control for parallel structure of the sixwheel-legged robot is investigated. The accuracy of trajectory tracking and dynamic responsewith heavy load are the main challenges of parallel mechanism. To guarantee the tracking performance and improve dynamic response frequency to posture input, a method based on dynamic model predictive control is proposed under the establishment of dynamic model of single leg. Newton-Eulerian equation is derived and converted into a discrete state space expression for velocity loop control, appropriate parameters including prediction time domain, control time domain and proportional gain are determined by co-simulation. Desired sinusoidal trajectories with different frequencies are tracked with satisfactory performance in terms of accuracy and response frequency. Finally, comparative experimental results u",planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Real-time Robot Arm Motion Planning and Control with Nonlinear Model Predictive Control using Augmented Lagrangian on a First-Order Solver,2020,10.23919/ecc51009.2020.9143732,https://doi.org/10.23919/ecc51009.2020.9143732,model predictive control ensemble disagreement robot,,planning-control,5,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Planning and Resilient Execution of Policies For Manipulation in Contact with Actuation Uncertainty,2020,10.1007/978-3-030-43089-4_48,https://doi.org/10.1007/978-3-030-43089-4_48,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation|planning-control,5,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active exploration for body model learning through self-touch on a humanoid robot with artificial skin,2020,10.1109/icdl-epirob48136.2020.9278035,https://doi.org/10.1109/icdl-epirob48136.2020.9278035,robot exploration uncertainty active learning,,active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Improved Frontier Exploration Strategy for Active Mapping with Mobile Robot,2020,10.1109/icaicta49861.2020.9429053,https://doi.org/10.1109/icaicta49861.2020.9429053,robot exploration uncertainty active learning,,active-probing,5,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty in Robot Assisted Second Language Conversation Practice,2020,10.1145/3371382.3378306,https://doi.org/10.1145/3371382.3378306,robot exploration uncertainty active learning,,uncertainty,5,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
