title,year,doi,url,source_query,abstract,category,relevance_score,problem_claimed,mechanism_introduced,hidden_assumptions,failure_modes_ignored,what_makes_less_novel,what_it_leaves_open
DMES: Information-Equivalent Evaluation Reveals the Physical Reasoning Gap Between World Models and Language Models,2026,10.21203/rs.3.rs-9323275/v1,https://doi.org/10.21203/rs.3.rs-9323275/v1,physics reasoning robot world models,"Abstract Evaluating physical reasoning across fundamentally different architectures—large language models (LLMs) and vision-based world models—is confounded by the fact that text and image inputs carry naturally non-equivalent information. We propose Dual-Mode Equivalent Stimulus (DMES), an evaluation framework that constructs text-image pairs with rigorously equal information content (H(T) =H(I) = H(S)), eliminating modality confounds from cross-architecture comparisons. Applying DMES to classical mechanics, we create DMES-PC, a 140-sample benchmark spanning 7 physics categories, and evaluate three LLMs (GLM-4.7, Qwen3-Coder-Next, Gemma 4; 26B–355B parameters) against V-JEPA 2 (300M parameters) under three evaluation paradigms. Our results reveal a clear parameter efficiency paradox: V-JEPA 2 achieves both higher prediction accuracy (mean score 0.692, SD=0.032) and substantially lower v",world-model,3,choosing robot actions under model uncertainty,learned predictive representation,rollout errors preserve action-relevant structure,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Map-Free Robot Navigation via Episodic Semantic Reasoning with Vision–Language and Large Language Models,2026,10.1109/icaiii69475.2026.11521605,https://doi.org/10.1109/icaiii69475.2026.11521605,physics reasoning robot world models,,general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Ontology-driven affordance modeling and reasoning for human-robot interaction,2026,10.70675/d420a20czb408z4d02z9136ze7ab9425cd0d,https://doi.org/10.70675/d420a20czb408z4d02z9136ze7ab9425cd0d,physics reasoning robot world models,"Modélisation ontologique et raisonnement sur les affordances pour l'interaction humain-robot Pour interagir efficacement avec son environnement, un robot doit maintenir une base de connaissances structurée, modélisant les entités et leurs relations, mise à jour en continu pour fournir une représentation cohérente et évolutive du monde. Dans notre travail, cette base de connaissance est fondée sur de la logique formelle et prend la forme d'une ontologie permettant de capturer les connaissances implicites: les informations qui ne sont pas explicitement énoncées mais qui peuvent être dérivées par le raisonnement. Cette denière peut ensuite être interrogée pour fournir des justifications pour chaque conclusion déduite.Un aspect central de cette base de connaissance est la modélisation des actions possibles offertes par les objets ou l'environnement, appelées affordances. Ces interactions dép",general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Conformalized proximal policy optimization: statistical uncertainty quantification for principled exploration in reinforcement learning,2026,10.55092/rl20260011,https://doi.org/10.55092/rl20260011,robot exploration uncertainty active learning,,uncertainty|active-probing|planning-control,3,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Learning Methods for Interactive Exploration on Large Databases,2026,10.70675/4e2ffbedz5329z42bazbdbdz6924a4b6138a,https://doi.org/10.70675/4e2ffbedz5329z42bazbdbdz6924a4b6138a,robot exploration uncertainty active learning,"Méthodes d'apprentissage actif pour l'exploration interactive sur les grandes bases de données Face à l’écart grandissant entre une croissance rapide des données et une capacité humaine limitée à comprendre les données, les outils d'analyse de données sont en forte demande dans de nombreuses applications dans différents domaines. En particulier, pour les systèmes d'exploration de données interactives, un cadre « explorer par l’exemple », qui vise à aider un utilisateur humain à effectuer une exploration de données très efficace tout en minimisant son effort, devient de plus en plus populaire. Mais les systèmes d'exploration par l’exemple de pointe nécessitent toujours un grand nombre d'exemples étiquetés pour obtenir la précision souhaitée et ne peuvent pas gérer les étiquettes bruyantes. Pour résoudre à la fois le problème de la convergence lente et le problème du bruit des étiquettes, ",model-disagreement|active-probing,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Uncertainty Exploration of Deep Learning Enabled Fast Multidimensional NMR Spectroscopy of Proteins,2026,10.1021/acs.analchem.5c07201.s001,https://doi.org/10.1021/acs.analchem.5c07201.s001,robot exploration uncertainty active learning,,uncertainty|active-probing,3,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Adaptive Active Learning with Dynamic Uncertainty-Diversity Balancing for Object Detection,2026,10.1007/s10846-026-02380-2,https://doi.org/10.1007/s10846-026-02380-2,robot exploration uncertainty active learning,,uncertainty|active-probing,3,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Credible Planning under Uncertainty,2025,10.1017/9781009556767.002,https://doi.org/10.1017/9781009556767.002,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,3,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Embodied intelligence paradigm for human-robot communication,2025,10.1126/scirobotics.ads8528,https://doi.org/10.1126/scirobotics.ads8528,embodied uncertainty planning robot model disagreement,"Animals leverage their full embodiment to achieve multimodal, redundant, and subtle communication. To achieve the same for robots, they must similarly exploit their brain-body-environment interactions or their embodied intelligence. To advance this approach, we propose a framework building on Shannon’s information channel theory for communication to provide the key principles and benchmarks for advancing human-robot communication.",general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Toward Embodied Intelligence-Enabled Human–Robot Symbiotic Manufacturing: A Large Language Model-Based Perspective,2025,10.1115/1.4068235,https://doi.org/10.1115/1.4068235,embodied uncertainty planning robot model disagreement,"Abstract Human–robot collaborative manufacturing is crucial in modern production landscapes for flexible automation. However, existing human–robot systems face several challenges, including a lack of human-centric autonomy for adjustments, limited generalization for production variants, and ineffective synchronous teamwork with feedback. Emerging large language models (LLMs) offer a viable solution. Despite the growing interest in LLMs, their deployment within the manufacturing domain remains unexplored. This article delves into the potential of LLMs for embodied intelligence-enabled human–robot symbiotic manufacturing (HRSM). HRSM is a paradigm characterized by human centricity, generalizability, and seamless integration. LLMs can facilitate human-centric interactions, generalizable collaboration, and ensure seamless execution, paving the way for realizing HRSM. Finally, the main challe",general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Embodied Assistant: Robot Mobility Operations Guided by Open Vocabulary in Open Environments Utilizing LLM_supp1-3590433.mp4,2025,10.1109/jiot.2025.3590433/mm1,https://doi.org/10.1109/jiot.2025.3590433/mm1,embodied uncertainty planning robot model disagreement,,general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Bi-Level Robust Optimization Model for Airport Renewable Energy System Planning Under Uncertainty,2025,10.2139/ssrn.5212366,https://doi.org/10.2139/ssrn.5212366,embodied uncertainty planning robot model disagreement,,uncertainty|planning-control,3,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Multi-Model Disagreement Active Learning for N-1 Stability Constraint Construction in Optimal Power Flow,2025,10.1109/ceect67814.2025.11393355,https://doi.org/10.1109/ceect67814.2025.11393355,robotic active probing model disagreement,,model-disagreement|active-probing,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Hybrid Disagreement-Diversity Active Learning for Bioacoustic Sound Event Detection,2025,10.23919/eusipco63237.2025.11226784,https://doi.org/10.23919/eusipco63237.2025.11226784,robotic active probing model disagreement,,model-disagreement|active-probing,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Simplicity in Bayesian Nested-Model Comparisons: Popper's Disagreement with Wrinch and Jeffreys Revisited,2025,10.31234/osf.io/p57cy_v1,https://doi.org/10.31234/osf.io/p57cy_v1,robotic active probing model disagreement,"Bayesian nested-model comparisons involve an assessment of the probabilities for a relatively simple model and a more general encompassing model. Since the simpler model can be viewed as a subset of the more complex model it is nested in, Popper has argued that the axioms of probability are violated when the simpler model is nonetheless assigned a higher prior probability. While Popper raised this objection in the context of assigning prior probabilities to models, we argue that Popper's objection does not just concern the priors, but Bayesian model comparisons more generally. We term this `the subset problem'. A variety of solutions have been proposed in the literature. We discuss some of these solutions and combine them into a new Bayesian account, in which both the probability assignments and the algebra over which they are assigned receive a specific interpretation. Finally, we discu",model-disagreement|uncertainty|active-probing,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Simplicity in Bayesian Nested-Model Comparisons: Popper's Disagreement with Wrinch and Jeffreys Revisited,2025,10.31234/osf.io/p57cy_v2,https://doi.org/10.31234/osf.io/p57cy_v2,robotic active probing model disagreement,"Bayesian nested-model comparisons involve an assessment of the probabilities for a relatively simple model and a more general encompassing model. Since the simpler model can be viewed as a subset of the more complex model it is nested in, Popper has argued that the axioms of probability are violated when the simpler model is nonetheless assigned a higher prior probability. While Popper raised this objection in the context of assigning prior probabilities to models, we argue that Popper's objection does not just concern the priors, but Bayesian model comparisons more generally. We term this `the subset problem'. A variety of solutions have been proposed in the literature. We discuss some of these solutions and combine them into a new Bayesian account, in which both the probability assignments and the algebra over which they are assigned receive a specific interpretation. Finally, we discu",model-disagreement|uncertainty|active-probing,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Fundamental knowledge on robotics,2025,10.1016/b978-0-44-321913-9.00008-4,https://doi.org/10.1016/b978-0-44-321913-9.00008-4,visual tactile world model ensemble robotics,,general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Proactive Tactile Exploration for Object-Agnostic Shape Reconstruction from Minimal Visual Priors,2025,10.1109/icra55743.2025.11127653,https://doi.org/10.1109/icra55743.2025.11127653,visual tactile world model ensemble robotics,,active-probing|embodied-manipulation,3,embodied prediction under contact ambiguity,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
SPECIALISATION OF HIGHER EDUCATION IN BELARUS: VISUAL PROGRAMMING AND EDUCATIONAL ROBOTICS,2025,10.61365/forum.2025.163,https://doi.org/10.61365/forum.2025.163,visual tactile world model ensemble robotics,,general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
DexSim2Real: Building Explicit World Model for Precise Articulated Object Dexterous Manipulation_supp1-3584504.mp4,2025,10.1109/tro.2025.3584504/mm1,https://doi.org/10.1109/tro.2025.3584504/mm1,sim-to-real world model ensemble robot,,world-model|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,rollout errors preserve action-relevant structure,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Digital Model-Driven Optimization for Robot-Assisted Palletization: Addressing Real-World Constraints in Autonomous Warehousing,2025,10.1016/j.ifacol.2025.09.338,https://doi.org/10.1016/j.ifacol.2025.09.338,sim-to-real world model ensemble robot,,general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Eikonal Model Predictive Path Integral for Risk-Aware Mobile Robot Navigation,2025,10.1109/iccar64901.2025.11073041,https://doi.org/10.1109/iccar64901.2025.11073041,model predictive control ensemble disagreement robot,,general-robot-learning,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
TACT: Humanoid Whole-body Contact Manipulation through Deep Imitation Learning with Tactile Modality_supp1-3580329.mp4,2025,10.1109/lra.2025.3580329/mm1,https://doi.org/10.1109/lra.2025.3580329/mm1,contact-rich manipulation world model uncertainty,,embodied-manipulation,3,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Robust Peg-in-Hole Assembly under Uncertainties via Compliant and Interactive Contact-Rich Manipulation,2025,10.15607/rss.2025.xxi.060,https://doi.org/10.15607/rss.2025.xxi.060,contact-rich manipulation world model uncertainty,,active-probing|embodied-manipulation,3,embodied prediction under contact ambiguity,active data acquisition,contact observations are timely and geometrically aligned,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Physics-Driven Data Generation for Contact-Rich Manipulation via Trajectory Optimization,2025,10.15607/rss.2025.xxi.053,https://doi.org/10.15607/rss.2025.xxi.053,contact-rich manipulation world model uncertainty,,embodied-manipulation,3,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
PolyTouch: A Robust Multi-Modal Tactile Sensor for Contact-Rich Manipulation Using Tactile-Diffusion Policies,2025,10.1109/icra55743.2025.11128816,https://doi.org/10.1109/icra55743.2025.11128816,contact-rich manipulation world model uncertainty,,embodied-manipulation,3,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Variable impedance control on contact-rich manipulation of a collaborative industrial mobile manipulator: An imitation learning approach,2025,10.1016/j.rcim.2024.102896,https://doi.org/10.1016/j.rcim.2024.102896,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,3,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Review for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v2/review2,https://doi.org/10.1111/ejn.70155/v2/review2,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Review for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v2/review1,https://doi.org/10.1111/ejn.70155/v2/review1,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Review for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v1/review2,https://doi.org/10.1111/ejn.70155/v1/review2,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Review for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v1/review1,https://doi.org/10.1111/ejn.70155/v1/review1,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Decision letter for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v3/decision1,https://doi.org/10.1111/ejn.70155/v3/decision1,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Decision letter for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v1/decision1,https://doi.org/10.1111/ejn.70155/v1/decision1,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Decision letter for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v2/decision1,https://doi.org/10.1111/ejn.70155/v2/decision1,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
LEMMo-Plan: LLM-Enhanced Learning from Multi-Modal Demonstration for Planning Sequential Contact-Rich Manipulation Tasks,2025,10.1109/icra55743.2025.11127842,https://doi.org/10.1109/icra55743.2025.11127842,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,3,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Author response for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v3/response1,https://doi.org/10.1111/ejn.70155/v3/response1,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Author response for ""Repetition Hampers Flexible Object Manipulation Under Visual Uncertainty""",2025,10.1111/ejn.70155/v2/response1,https://doi.org/10.1111/ejn.70155/v2/response1,contact-rich manipulation world model uncertainty,,uncertainty|embodied-manipulation,3,choosing robot actions under model uncertainty,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Effects of Identity, Uncertainty, and Language Contact on Intergroup Relations",2025,10.5642/cguetd.cdjk2532,https://doi.org/10.5642/cguetd.cdjk2532,contact-rich manipulation world model uncertainty,"Despite sixty years of research examining both direct (Allport 1954; Pettigrew &amp; Tropp, 2006) and indirect forms of contact (Wright et al., 1997), less is known about the power of contact with an outgroup language to shape intergroup relations. To address this lacuna in the research, the two current studies examined two potential contextual factors that may impact whether outgroup language contact worsens or improves attitudes and action tendencies toward Latinos in the United States. Specifically, whether or not an outgroup is viewed as having status and power as a distinct group and whether this perception as a distinctive group induces uncertainty about one’s own group membership (Hogg, 2000, 2007, 2012a, 2012b; Stephan et al., 2002). When uncertainty is induced, people should strengthen their identification with their linguistic identities and worsen attitudes and action tendenci",uncertainty|embodied-manipulation,3,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Multi-rate model predictive control based tracking control for on-orbit manipulation through contact,2025,10.1360/sspma-2024-0285,https://doi.org/10.1360/sspma-2024-0285,contact-rich manipulation world model uncertainty,,embodied-manipulation|planning-control,3,embodied prediction under contact ambiguity,learned predictive representation,contact observations are timely and geometrically aligned,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"&lt;span&gt;Handling Compounded Uncertainty in Spatial Planning and Humanitarian Action in Unexpected Floods in Wayanad, Kerala: Towards a Contextualised Contingency Planning Approach&lt;/span&gt;",2025,10.2139/ssrn.5378560,https://doi.org/10.2139/ssrn.5378560,robot foundation model uncertainty action planning,,uncertainty|planning-control,3,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
RA-RRTV*: Risk-Averse RRT* With Local Vine Expansion for Path Planning in Narrow Passages Under Localization Uncertainty,2025,10.1109/lra.2025.3528675,https://doi.org/10.1109/lra.2025.3528675,robot foundation model uncertainty action planning,,uncertainty|planning-control,3,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Inspection Planning Under Execution Uncertainty,2025,10.1109/tro.2025.3548528,https://doi.org/10.1109/tro.2025.3548528,robot foundation model uncertainty action planning,,uncertainty|planning-control,3,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Multi-Investment Two-Stage Stochastic Optimal Planning Model Considering Uncertainty and Remuneration,2025,10.1109/isgteurope64741.2025.11305341,https://doi.org/10.1109/isgteurope64741.2025.11305341,robot foundation model uncertainty action planning,,uncertainty|planning-control,3,planning with learned predictive models,learned predictive representation,uncertainty scores are calibrated enough to guide action,miscalibration under embodied distribution shift,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Advancing Diabetic Retinopathy Detection: Reducing Misdiagnosis Using Deep Ensemble Learning and Uncertainty Estimation,2025,10.36227/techrxiv.174889600.07179049/v1,https://doi.org/10.36227/techrxiv.174889600.07179049/v1,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Diabetic Retinopathy Detection with Uncertainty scores: A Combined Approach Using Transfer Learning and Ensemble Calibration,2025,10.14201/adcaij.32209,https://doi.org/10.14201/adcaij.32209,active learning robotics uncertainty ensemble,"The rising prevalence of diabetes has made Diabetic Retinopathy (DR) a major cause of blindness, underscoring the necessity for a computer-aided diagnostic system that can support clinical diagnoses without requiring extensive human effort. Many researchers have turned to deep learning to create automated screening and diagnostic tools for DR. However, for such systems to be truly effective in clinical practice, they must provide highly accurate assessments and well-calibrated estimates of uncertainty. Unfortunately, deep neural networks often tend to be overconfident in their predictions and are not easily amenable to probabilistic approaches. In our study, we introduce a novel approach for evaluating diagnostic uncertainty in DR predictions by employing ensemble-based calibration techniques. What sets our approach apart from cutting-edge convolutional neural network models is our use o",model-disagreement|uncertainty|sim2real,3,transfer under dynamics mismatch,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
A High-Fidelity Multi-Objective Evaluation Framework for Power Transformers: Ensemble Learning with Uncertainty Quantification,2025,10.2139/ssrn.5856829,https://doi.org/10.2139/ssrn.5856829,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Deep active genetic learning with evidential uncertainty for agriculture crops and lake water quality assessment,2025,10.54014/22c3-k94e,https://doi.org/10.54014/22c3-k94e,active learning robotics uncertainty ensemble,,uncertainty|active-probing,3,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
"Adaptive, Distribution-Free Uncertainty Quantification for Shear and Stoneley Wave Prediction Using Conformalized Ensemble Learning",2025,10.2118/229490-ms,https://doi.org/10.2118/229490-ms,active learning robotics uncertainty ensemble,"Abstract The acquisition of shear (DTS) and Stoneley (DTST) wave transit times is indispensable for comprehensive reservoir characterization, yet it is often constrained by significant economic and operational limitations. This data gap has spurred the development of data-driven prediction models; however, a critical ""credibility gap"" persists. While modern machine learning (ML) models routinely achieve high point-accuracy metrics such as the coefficient of determination (R2), these metrics alone do not guarantee geologically plausible or reliable predictions for high-stakes engineering decisions, including wellbore stability analysis and hydraulic fracture design. This paper directly addresses this credibility gap by introducing and validating a robust and reliable workflow that moves beyond deterministic point estimates to provide rigorous, probabilistic forecasts. The proposed methodo",model-disagreement|uncertainty,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Active Operator Learning with Predictive Uncertainty Quantification for Partial Differential Equations,2025,10.2139/ssrn.5179254,https://doi.org/10.2139/ssrn.5179254,active learning robotics uncertainty ensemble,,uncertainty|active-probing,3,choosing robot actions under model uncertainty,active data acquisition,uncertainty scores are calibrated enough to guide action,"query cost, unsafe probes, and exploration bias",can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Integrating Stacking-Ensemble Feature Selection with Gru-Based Self-Supervised Learning for Precision and Uncertainty-Aware Steam Flow Forecasting,2025,10.2139/ssrn.5188272,https://doi.org/10.2139/ssrn.5188272,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Phish-View: A Feature Rich Meta Ensemble Learning for Accurate and Uncertainty Aware Phishing Detection,2025,10.22266/ijies2025.0831.14,https://doi.org/10.22266/ijies2025.0831.14,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
Daily Land Surface Temperature Reconstruction in Landsat Cross-Track Areas Using Deep Ensemble Learning With Uncertainty Quantification_supp1-3643985.pdf,2025,10.1109/tgrs.2025.3643985/mm1,https://doi.org/10.1109/tgrs.2025.3643985/mm1,active learning robotics uncertainty ensemble,,model-disagreement|uncertainty,3,choosing robot actions under model uncertainty,ensemble disagreement,uncertainty scores are calibrated enough to guide action,ensembles disagree numerically without identifying a physical test,can collapse into a standard uncertainty bonus,which physical observation would actually distinguish the candidate models?
